Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,AlignmentInlineRoutesPercentage,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAirTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,playerStatsFirstDownsReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,YardsAfterContactTotal,DropsTotal,TargetedReadFirstTotal,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsAfterContact,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,ReceptionsContested,ReceptionsHero,TargetsInEndzone,TouchdownsTotal,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception
Bo Melton,GB,WR,3,No,Yes,Yes,3,No,No,,1,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Pierce,IND,WR,25,No,Yes,Yes,24,No,No,0.2083,0.7917,6.1547,6.1547,16,,,2,1,0.5,0.0833,1,0.5,11,,39,19.5,1,66.7,0.4583,5.5,-4.1961,11,,1,0.2222,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,,,,,,,,,,,,,
Jalen Tolbert,DAL,WR,10,No,Yes,Yes,10,No,No,0.4,0.6,7.3087,7.3087,17,,,2,1,0.5,0.2,1,0.5,28,,55,27.5,2,95.8,2.8,14,2.5049,28,,1,0.4,2.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,,,,,,,,,,,,,,
Bub Means,NO,WR,4,No,Yes,No,4,No,No,0.5,0.5,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake London,ATL,WR,12,No,Yes,No,12,No,Yes,0.3333,0.6667,2.1913,2.1913,17,,,1,1,1,0.0833,1,1,26,1,25,25,1,118.8,2.1667,26,14.5113,26,1,1,0.3333,2.6,3.6,3.1,3.6,3.6,3.6,3.1,3.6,3.6,3.6,3.1,3.6,3.6,,,,,,,,,,,,,,
Olamide Zaccheaus,WAS,WR,20,No,Yes,Yes,20,No,No,0.6,0.4,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Rodriguez Jr.,WAS,RB,4,No,Yes,Yes,4,No,No,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Woods,HST,WR,7,No,Yes,No,7,No,No,0.4286,0.5714,2.0147,2.0147,15,,,1,1,1,0.1429,,,,,14,14,,39.6,,,-9.8134,,,,0.3333,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Khalil Shakir,BUF,WR,27,No,Yes,Yes,26,No,No,0.7692,0.2308,3.5024,3.5024,15,,,2,1,0.5,0.0769,1,0.5,19,11,25,12.5,,83.3,0.7308,9.5,-0.088,19,11,1,0.2222,1.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,11,,,,11,,,,,,,,1,1
Sterling Shepard,TB,WR,23,No,Yes,No,23,No,No,0.5652,0.4348,1.2381,1.2381,14,,,1,1,1,0.0435,1,1,14,1,13,13,,118.8,0.6087,14,5.0855,14,1,1,0.2,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,,,,,,,1,1,,,,,,
Christian McCaffrey,SF,RB,7,No,Yes,No,7,No,No,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Wayne Eskridge,MIA,WR,1,No,Yes,No,1,No,No,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Cephus,JAX,WR,1,No,Yes,Yes,1,No,Yes,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam LaPorta,DET,TE,10,Yes,Yes,No,10,No,No,0.4,0.4,1.6065,1.6065,16,,0.2,1,,,0.1,,,,,16,16,,39.6,,,-10.191,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxon Smith-Njigba,SEA,WR,19,No,Yes,No,19,No,No,0.7368,0.2632,3.5916,3.5916,17,,,3,2,0.6667,0.1579,1,0.3333,24,1,41,13.6667,1,23.6,1.2632,8,-0.4982,24,1,1,0.5,2.4,3.4,2.9,3.4,3.4,3.4,2.9,3.4,3.4,3.4,2.9,3.4,3.4,,,,,,,1,,,,,,,
Scott Miller,PIT,WR,9,No,Yes,No,9,No,Yes,0.3333,0.6667,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Waddle,MIA,WR,31,No,Yes,No,31,No,No,0.3226,0.6774,4.3477,4.3477,15,,,3,3,1,0.0968,3,1,83,16,67,22.3333,2,118.8,2.6774,27.6667,16.4129,27.6667,5.3333,3,0.25,8.3,11.3,9.8,11.3,11.3,11.3,9.8,11.3,11.3,11.3,9.8,11.3,11.3,2,,,,0.6667,,,,,,,,,
Tee Higgins,CIN,WR,22,No,Yes,No,22,No,No,0.2727,0.7273,3.072,3.072,12,,,2,1,0.5,0.0909,1,0.5,10,,28,14,,64.6,0.4545,5,-4.1995,10,,,0.1818,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,,,1,,,,,,,,,,,
Josh Jacobs,GB,RB,10,No,Yes,Yes,5,No,No,,,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cade Stover,HST,TE,14,No,Yes,No,10,No,No,0.2,,,,15,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Calcaterra,PHI,TE,33,No,No,No,31,No,No,0.5161,0.129,2.9971,2.9971,17,,0.3548,2,2,1,0.0645,2,1,9,7,2,1,,85.4,0.2903,4.5,-1.1116,4.5,3.5,,0.1667,0.9,2.9,1.9,2.9,3.9,2.9,1.9,2.9,2.9,2.9,1.9,3.9,2.9,2,,,,1,,,,,,,,,
Rashod Bateman,BLT,WR,36,No,Yes,No,34,No,No,0.0294,0.9706,5.8812,5.8812,17,,,2,1,0.5,0.0588,1,0.5,5,,27,13.5,,95.8,0.1471,2.5,-6.864,5,,1,0.1538,6.5,7.5,7,7.5,7.5,7.5,7,7.5,7.5,7.5,7,7.5,7.5,,,,,,1,,,,1,1,1,,
Jordan Matthews,CAR,TE,2,No,Yes,No,1,No,No,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Dowdle,DAL,RB,6,No,Yes,Yes,5,No,No,,0.2,5.1608,5.1608,16,0.8,,2,,,0.4,,,,,3,1.5,,39.6,,,-6.7155,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
Ricky Pearsall,SF,WR,22,No,Yes,No,22,No,No,0.3636,0.6364,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharaoh Brown,SEA,TE,2,No,Yes,No,1,No,No,,,,,15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Olave,NO,WR,4,No,Yes,No,4,No,No,,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Ford,CLV,RB,34,No,Yes,No,26,No,No,0.0385,0.0385,3.0026,3.0026,14,0.7308,0.1923,2,1,0.5,0.0769,1,0.5,12,2,33,16.5,1,68.8,0.4615,6,-3.6791,12,2,1,0.1538,1.2,2.2,1.7,2.7,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,2,,,,2,,1,1,,,,,,
George Pickens,PIT,WR,43,No,Yes,No,42,No,No,0.2857,0.7143,17.6536,17.6536,14,,,9,4,0.4444,0.2143,2,0.2222,65,12,223,24.7778,5,17.6,1.5476,7.2222,-3.9748,32.5,6,2,0.5,6.5,8.5,7.5,8.5,8.5,8.5,7.5,8.5,8.5,8.5,7.5,8.5,8.5,4,,1,,2,1,1,,,1,,,,
Jeremy McNichols,WAS,RB,8,No,Yes,Yes,7,No,No,0.2857,,,,17,0.7143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine Burton,CIN,WR,4,No,Yes,No,4,No,No,,1,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Davidson,BUF,TE,3,No,Yes,No,3,No,No,0.3333,0.3333,,,3,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julius Chestnut,TEN,RB,5,No,Yes,No,3,No,No,,,,,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wan'Dale Robinson,NYG,WR,21,No,No,No,20,No,No,0.8,0.2,1.7727,1.7727,17,,,1,,,0.05,,,,,32,32,1,39.6,,,-9.9663,,,,0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Benson,ARZ,RB,3,No,Yes,No,2,No,Yes,,1,1.3222,1.3222,13,,,1,1,1,0.5,1,1,18,15,3,3,,118.8,9,18,11.4906,18,15,1,0.3333,1.8,2.8,2.3,3.3,2.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,,,,,,,,,,,,,,
Ben Skowronek,PIT,WR,6,No,Yes,No,6,No,No,0.6667,0.3333,1.7506,1.7506,9,,,1,1,1,0.1667,1,1,8,,8,8,,100,1.3333,8,0.4894,8,,1,1,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,,,,,,,,,,,2,2
Jake Tonges,SF,TE,1,No,Yes,No,1,No,No,1,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Hurst,LAC,TE,2,Yes,Yes,No,2,No,No,1,,2.6797,2.6797,9,,,1,,,0.5,,,,,10,10,,39.6,,,-7.7685,,,,0.5,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
Clyde Edwards-Helaire,NO,RB,1,No,Yes,No,1,No,No,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Onta Foreman,CLV,RB,6,No,Yes,No,4,No,No,,,1.5154,1.5154,11,0.5,0.5,1,1,1,0.25,1,1,9,2,7,7,,104.2,2.25,9,1.6359,9,2,,1,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1,,,,1,,,,,,,,,
Deebo Samuel,SF,WR,32,No,Yes,Yes,32,No,Yes,0.2812,0.5938,1.6798,1.6798,15,0.125,,1,1,1,0.0312,,,,,15,15,,39.6,,,-10.4097,,,,0.1429,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Devin Duvernay,JAX,WR,8,No,Yes,Yes,8,No,No,0.5,0.5,2.3429,2.3429,13,,,1,,,0.125,,,,,31,31,1,39.6,,,-12.5972,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Gesicki,CIN,TE,25,No,Yes,No,24,No,No,0.7083,0.2917,8.7435,8.7435,17,,,4,3,0.75,0.1667,2,0.5,25,,65,16.25,1,109.4,1.0417,6.25,-4.3952,12.5,,2,0.4,8.5,10.5,9.5,10.5,11.5,10.5,9.5,10.5,10.5,10.5,9.5,11.5,10.5,,,,,,1,2,1,,1,1,1,,
Nikko Remigio,KC,WR,2,No,Yes,No,2,No,No,1,,2.0196,2.0196,5,,,1,1,1,0.5,1,1,23,5,18,18,,118.8,11.5,23,12.1009,23,5,1,1,2.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,2,,,,2,,,,1,,,,,
Ryan Flournoy,DAL,WR,3,No,Yes,Yes,3,No,No,,1,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brenton Strange,JAX,TE,25,No,Yes,Yes,25,No,No,0.44,0.2,,,17,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhamondre Stevenson,NE,RB,26,Yes,Yes,No,20,No,No,,0.05,5.0292,5.0292,15,0.8,0.15,2,2,1,0.1,2,1,6,,9,4.5,,118.8,0.3,3,-4.121,3,,1,0.6667,6.6,8.6,7.6,9.6,8.6,8.6,7.6,8.6,8.6,8.6,7.6,8.6,8.6,1,,,,0.5,1,,,,1,1,1,,
Zack Moss,CIN,RB,7,No,Yes,No,4,No,No,,,,,8,0.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyreek Hill,MIA,WR,36,No,Yes,No,34,No,No,0.3529,0.6176,11.2823,11.2823,17,0.0294,,5,2,0.4,0.1471,2,0.4,10,4,51,10.2,,87.5,0.2941,2,-6.5154,5,2,2,0.3125,7,9,8,9,9,9,8,9,9,9,8,9,9,1,,1,,0.5,2,,,,2,1,1,,
Demarcus Robinson,LA,WR,14,No,Yes,No,14,No,No,0.5714,0.4286,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Kelce,KC,TE,33,No,Yes,No,30,No,Yes,0.5333,0.2,2.6317,2.6317,16,,0.2667,1,,,0.0333,,,,,15,15,,39.6,,,-10.6391,,,,0.125,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
Cole Kmet,CHI,TE,36,No,Yes,Yes,29,No,No,0.5862,0.2759,1.7575,1.7575,17,,0.1379,1,1,1,0.0345,1,1,15,3,12,12,,118.8,0.5172,15,6.3339,15,3,1,0.1111,1.5,2.5,2,2.5,3,2.5,2,2.5,2.5,2.5,2,3,2.5,2,,,,2,,,,,,,,,
Kimani Vidal,LAC,RB,3,Yes,Yes,No,2,No,No,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Tipton,NO,WR,7,No,Yes,No,7,No,Yes,0.2857,0.7143,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylen Granson,IND,TE,15,No,Yes,Yes,13,No,No,0.6154,0.3077,0.8222,0.8222,17,,0.0769,1,,,0.0769,,,,,50,50,1,39.6,,,-8,,,,0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Thompkins,CAR,WR,4,No,Yes,Yes,4,No,No,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrace Marshall,LV,WR,3,Yes,Yes,No,3,No,No,0.3333,0.6667,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Williams,PIT,WR,23,No,Yes,No,23,No,No,0.0435,0.9565,4.5491,4.5491,18,,,2,1,0.5,0.087,1,0.5,20,3,60,30,1,85.4,0.8696,10,-3.3326,20,3,1,0.2,2,3,2.5,3,3,3,2.5,3,3,3,2.5,3,3,1,,,,1,,,,,,,,,
Derius Davis,LAC,WR,4,Yes,Yes,No,4,No,No,1,,1.9348,1.9348,15,,,1,1,1,0.25,1,1,19,,20,20,1,158.3,4.75,19,8.1348,19,,1,0.5,7.9,8.9,8.4,8.9,8.9,8.9,8.4,8.9,8.9,8.9,8.4,8.9,8.9,,,,,,1,,,,1,1,1,,
Jamaal Williams,NO,RB,4,No,Yes,No,3,No,No,,,2.3299,2.3299,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Miller,TB,WR,5,No,Yes,No,5,No,No,0.4,0.6,1.8414,1.8414,11,,,1,,,0.2,,,,,13,13,,39.6,,,-8.9145,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Yeboah,NYJ,TE,2,No,Yes,No,2,No,No,1,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Brown,PHI,WR,37,No,No,No,37,No,No,0.1892,0.8108,6.1996,6.1996,13,,,4,3,0.75,0.1081,3,0.75,53,21,47,11.75,,116.7,1.4324,13.25,4.1929,17.6667,7,2,0.2857,5.3,8.3,6.8,8.3,8.3,8.3,6.8,8.3,8.3,8.3,6.8,8.3,8.3,5,,,,1.6667,1,,,,,,,,
Luke McCaffrey,WAS,WR,18,No,Yes,Yes,18,No,No,0.6111,0.3889,2.1769,2.1769,17,,,1,1,1,0.0556,,,,,17,17,,39.6,,,-11.6653,,,,0.25,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Brock Wright,DET,TE,1,Yes,Yes,No,1,No,No,1,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandin Cooks,DAL,WR,7,No,Yes,Yes,7,No,No,0.2857,0.7143,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Guerendo,SF,RB,10,No,Yes,No,10,No,No,,0.2,1.4364,1.4364,16,0.8,,1,1,1,0.1,1,1,8,5,3,3,,100,0.8,8,1.4906,8,5,,0.5,0.8,1.8,1.3,2.3,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,,,,,,,,,,,,
Jalin Hyatt,NYG,WR,10,No,No,No,10,No,No,0.1,0.9,1.53,1.53,16,,,1,,,0.1,,,,,21,21,1,39.6,,,-11.2393,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Njoku,CLV,TE,27,Yes,Yes,No,26,No,No,0.2692,0.2308,4.2571,4.2571,11,,0.5,3,2,0.6667,0.1154,2,0.6667,16,-1,22,7.3333,,79.9,0.6154,5.3333,-1.8754,8,-0.5,1,0.3,1.6,3.6,2.6,3.6,4.6,3.6,2.6,3.6,3.6,3.6,2.6,4.6,3.6,,,,,,,,,,,,,,
Brock Bowers,LV,TE,29,Yes,Yes,No,28,No,No,0.6786,0.1429,4.1967,4.1967,17,,0.1786,3,2,0.6667,0.1071,2,0.6667,22,4,27,9,,48.6,0.7857,7.3333,-0.4359,11,2,2,0.2727,2.2,4.2,3.2,4.2,5.2,4.2,3.2,4.2,4.2,4.2,3.2,5.2,4.2,2,,,,1,,1,,,,,,1,0.5
Xavier Legette,CAR,WR,30,No,Yes,No,30,No,Yes,0.4,0.6,3.0478,3.0478,16,,,2,2,1,0.0667,1,0.5,31,3,68,34,2,95.8,1.0333,15.5,2.4615,31,3,1,0.25,3.1,4.1,3.6,4.1,4.1,4.1,3.6,4.1,4.1,4.1,3.6,4.1,4.1,1,,,,1,,1,,,,,,1,1
J.J. Taylor,HST,RB,4,No,Yes,No,3,No,No,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Mundt,MIN,TE,17,Yes,Yes,No,16,No,No,0.3125,0.25,2.5739,2.5739,17,,0.4375,1,1,1,0.0625,1,1,4,,7,7,,122.9,0.25,4,-3.3078,4,,1,0.2,6.4,7.4,6.9,7.4,7.9,7.4,6.9,7.4,7.4,7.4,6.9,7.9,7.4,,,,,,1,,,,1,1,1,,
Durham Smythe,MIA,TE,10,No,Yes,No,4,No,No,0.25,,0.9417,0.9417,17,,0.75,1,1,1,0.25,,,,,23,23,1,39.6,,,-11.6992,,,,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Dulcich,NYG,TE,4,No,No,No,4,No,No,0.25,0.5,1.3981,1.3981,9,,0.25,1,,,0.25,,,,,10,10,,39.6,,,-7.7685,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jefferson,MIN,WR,43,Yes,Yes,No,43,No,No,0.1395,0.8372,11.8774,11.8774,17,0.0233,,5,3,0.6,0.1163,3,0.6,42,3,60,12,1,87.1,0.9767,8.4,0.4192,14,1,3,0.4545,10.2,13.2,11.7,13.2,13.2,13.2,11.7,13.2,13.2,13.2,11.7,13.2,13.2,,,1,,,1,1,,,1,1,1,,
Rashid Shaheed,NO,WR,5,No,Yes,Yes,5,No,No,0.2,0.8,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Pollard,TEN,RB,23,No,Yes,No,19,No,No,0.1579,0.1053,1.3707,1.3707,16,0.7368,,1,,,0.0526,,,,,3,3,,39.6,,,-6.5094,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romeo Doubs,GB,WR,10,No,Yes,Yes,9,No,No,,1,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Davis,BUF,RB,6,No,Yes,No,6,No,Yes,,,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeeJay Dallas,ARZ,RB,2,No,Yes,No,1,No,No,,,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuJu Smith-Schuster,KC,WR,18,No,Yes,No,18,No,No,0.5556,0.4444,4.1212,4.1212,14,,,1,1,1,0.0556,1,1,7,,7,7,,95.8,0.3889,7,-0.0645,7,,,0.1667,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,,,,,,,,,,,,,
Ladd McConkey,LAC,WR,20,Yes,Yes,No,18,No,No,0.6667,0.2778,4.9755,4.9755,16,,0.0556,2,1,0.5,0.1111,1,0.5,9,,25,12.5,,102.1,0.5,4.5,-5.088,9,,1,0.2222,6.9,7.9,7.4,7.9,7.9,7.9,7.4,7.9,7.9,7.9,7.4,7.9,7.9,,,,,,1,1,1,,1,1,1,,
Kendric Pryor,CIN,WR,1,No,Yes,No,1,No,No,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Johnson,PIT,WR,1,No,Yes,Yes,1,No,No,,1,1.3265,1.3265,3,,,1,1,1,1,1,1,9,5,4,4,,104.2,9,9,2.9502,9,5,,1,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,2,,,,2,,,,,,,,,
Alex Bachman,LV,WR,1,No,No,Yes,1,No,Yes,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Trammell,JAX,WR,2,No,Yes,No,2,No,No,,1,1.5833,1.5833,1,,,1,1,1,0.5,,,,,13,13,,39.6,,,-8.9145,,,,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,
C.J. Uzomah,PHI,TE,2,No,No,No,2,No,No,0.5,,,,7,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chig Okonkwo,TEN,TE,22,No,Yes,No,21,No,No,0.4286,0.2381,,,17,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Everett,CHI,TE,14,No,Yes,Yes,11,No,No,0.5455,0.0909,,,17,0.1818,0.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Krull,DEN,TE,23,No,Yes,No,23,No,No,0.3043,0.2609,2.6076,2.6076,13,,0.4348,2,1,0.5,0.087,1,0.5,3,-1,8,4,,56.3,0.1304,1.5,-4.5667,3,-1,,0.25,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,,,,,,,,,,,,,
Tyler Johnson,LA,WR,7,No,Yes,No,6,No,No,0.5,0.5,1.6289,1.6289,15,,,1,,,0.1667,,,,,10,10,,39.6,,,-7.5,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Schultz,HST,TE,33,No,Yes,No,27,No,No,0.2963,0.0741,2.955,2.955,17,,0.6296,1,,,0.037,,,,,50,50,1,39.6,,,-8,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Kittle,SF,TE,35,No,Yes,No,29,No,No,0.4828,0.069,4.5495,4.5495,15,,0.4483,2,2,1,0.069,2,1,26,,34,17,,158.3,0.8966,13,2.3827,13,,2,0.2857,8.6,10.6,9.6,10.6,11.6,10.6,9.6,10.6,10.6,10.6,9.6,11.6,10.6,,,,,,1,,,,1,1,1,,
Keenan Allen,CHI,WR,39,No,Yes,Yes,39,No,No,0.4872,0.5128,9.5602,9.5602,15,,,4,2,0.5,0.1026,2,0.5,29,4,68,17,2,74,0.7436,7.25,-2.5115,14.5,2,2,0.4,2.9,4.9,3.9,4.9,4.9,4.9,3.9,4.9,4.9,4.9,3.9,4.9,4.9,-1,,1,,-0.5,,2,1,1,1,,,,
Isaiah Likely,BLT,TE,28,No,Yes,No,24,No,No,0.5833,0.125,,,16,,0.2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Lynn Polk,NE,WR,11,Yes,Yes,No,11,No,No,0.0909,0.9091,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Cook,BUF,RB,11,No,Yes,No,11,No,Yes,0.0909,0.0909,3.4345,3.4345,16,0.8182,,2,2,1,0.1818,2,1,28,12,16,8,,118.8,2.5455,14,8.4975,14,6,1,0.6667,2.8,4.8,3.8,5.8,4.8,4.8,3.8,4.8,4.8,4.8,3.8,4.8,4.8,-1,,,,-0.5,,,,,,,,,
Treylon Burks,TEN,WR,2,No,Yes,No,2,No,No,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peyton Hendershot,KC,TE,2,No,Yes,No,2,No,No,0.5,0.5,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Akins,CLV,TE,27,No,Yes,No,24,No,No,0.375,0.0833,4.7235,4.7235,17,,0.5417,3,1,0.3333,0.125,1,0.3333,14,,30,10,,49.3,0.5833,4.6667,-3.7144,14,,1,0.3,1.4,2.4,1.9,2.4,2.9,2.4,1.9,2.4,2.4,2.4,1.9,2.9,2.4,,,,,,,,,,,,,,
Nick Vannett,TEN,TE,8,No,Yes,No,4,No,No,,0.25,,,17,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Fant,SEA,TE,13,No,Yes,No,12,No,No,0.5833,0.1667,,,14,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
